File18.png,129.0,43.0,0.7506506,136.0,36.0,0.6658014,122.0,37.0,0.8422218,146.0,42.0,0.8982794,114.0,43.0,0.86767143,167.0,87.0,0.7960289,98.0,87.0,0.9211682,181.0,142.0,0.9284278,78.0,140.0,0.9328986,208.0,189.0,0.8548948,45.0,185.0,0.8000066,150.0,176.0,0.92426956,110.0,174.0,0.8874889,202.0,211.0,0.9113526,53.0,211.0,0.93727684,111.0,189.0,0.7375266,141.0,191.0,0.86063564
File20.png,129.0,43.0,0.7506506,136.0,36.0,0.6658014,122.0,37.0,0.8422218,146.0,42.0,0.8982794,114.0,43.0,0.86767143,167.0,87.0,0.7960289,98.0,87.0,0.9211682,181.0,142.0,0.9284278,78.0,140.0,0.9328986,208.0,189.0,0.8548948,45.0,185.0,0.8000066,150.0,176.0,0.92426956,110.0,174.0,0.8874889,202.0,211.0,0.9113526,53.0,211.0,0.93727684,111.0,189.0,0.7375266,141.0,191.0,0.86063564
File24.png,132.0,71.0,0.6023241,137.0,66.0,0.91938204,126.0,67.0,0.71158653,143.0,73.0,0.8131418,120.0,75.0,0.8464257,157.0,105.0,0.94017744,107.0,103.0,0.77788335,167.0,147.0,0.7891521,99.0,147.0,0.79887056,190.0,167.0,0.8417635,74.0,166.0,0.732435,148.0,176.0,0.88419724,117.0,172.0,0.7955175,194.0,182.0,0.86129993,68.0,181.0,0.94362044,123.0,192.0,0.62493175,136.0,181.0,0.52379173
File35.png,129.0,89.0,0.8754066,135.0,84.0,0.80327684,124.0,84.0,0.7485583,141.0,89.0,0.89607036,117.0,90.0,0.8762154,158.0,123.0,0.89736235,101.0,123.0,0.91545177,162.0,165.0,0.8110653,92.0,166.0,0.8988359,182.0,184.0,0.85072494,75.0,184.0,0.86881304,146.0,195.0,0.7762115,111.0,196.0,0.8295934,193.0,198.0,0.9073751,65.0,202.0,0.9345091,121.0,198.0,0.69408214,137.0,206.0,0.60750043
File48.png,124.0,52.0,0.79784906,132.0,43.0,0.7937232,116.0,43.0,0.7457931,144.0,45.0,0.8632115,105.0,43.0,0.8469628,165.0,93.0,0.6790607,82.0,96.0,0.9762317,194.0,158.0,0.9516525,58.0,160.0,0.82940483,135.0,135.0,0.9016546,116.0,136.0,0.9011783,150.0,205.0,0.89576614,99.0,205.0,0.93845594,222.0,235.0,0.79472005,38.0,232.0,0.9152038,108.0,221.0,0.77076656,146.0,214.0,0.85999167
File57.png,113.0,42.0,0.8929585,122.0,34.0,0.9345193,104.0,34.0,0.8357515,131.0,43.0,0.85108554,91.0,42.0,0.728755,152.0,90.0,0.9387752,63.0,92.0,0.94189686,170.0,159.0,0.8771827,55.0,160.0,0.95380396,200.0,209.0,0.84427524,41.0,212.0,0.8991457,138.0,200.0,0.9072761,80.0,199.0,0.93773746,197.0,237.0,0.71526515,37.0,242.0,0.5899677,99.0,215.0,0.6570059,130.0,211.0,0.7167143
File66.jpg,131.0,88.0,0.48696,142.0,79.0,0.61987203,122.0,78.0,0.56250966,157.0,58.0,0.68408877,110.0,52.0,0.69205976,177.0,82.0,0.7678356,87.0,77.0,0.7808621,189.0,156.0,0.83369386,60.0,151.0,0.95193523,140.0,148.0,0.6104584,117.0,146.0,0.6812961,157.0,165.0,0.8941567,102.0,163.0,0.9138959,219.0,220.0,0.9210048,37.0,214.0,0.91569644,113.0,198.0,0.51868427,134.0,186.0,0.82457554
File67.jpg,122.0,68.0,0.836524,131.0,58.0,0.7907547,114.0,58.0,0.8680893,143.0,50.0,0.6541105,103.0,49.0,0.78812444,165.0,90.0,0.7796042,83.0,87.0,0.96417785,189.0,161.0,0.89184076,57.0,157.0,0.73266196,130.0,145.0,0.76602614,113.0,144.0,0.7656992,149.0,183.0,0.91842335,101.0,180.0,0.90086603,201.0,225.0,0.8195462,53.0,238.0,0.8870209,111.0,199.0,0.80643344,140.0,217.0,0.60659057
File70.jpeg,126.0,66.0,0.88079435,132.0,60.0,0.68576515,118.0,59.0,0.8341526,140.0,66.0,0.90138143,110.0,66.0,0.9205046,164.0,112.0,0.89088976,89.0,111.0,0.953461,172.0,164.0,0.87763596,84.0,165.0,0.93102646,191.0,206.0,0.74045205,65.0,203.0,0.8948389,151.0,196.0,0.9099307,103.0,198.0,0.88638526,195.0,228.0,0.63988835,61.0,217.0,0.7972855,114.0,208.0,0.82960176,143.0,203.0,0.7742241
File71.jpeg,126.0,71.0,0.77098083,130.0,66.0,0.8822559,120.0,66.0,0.73366225,136.0,69.0,0.85880315,112.0,71.0,0.73093,151.0,103.0,0.8550379,98.0,104.0,0.90833104,157.0,151.0,0.87817335,95.0,152.0,0.8477667,179.0,179.0,0.84751254,72.0,178.0,0.7608259,141.0,178.0,0.8047273,109.0,177.0,0.8730302,185.0,199.0,0.9155052,67.0,198.0,0.89337575,116.0,184.0,0.51180935,136.0,190.0,0.8873257
